Gene_ID	miRNA_family_ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Branch length score	Pct	Conserved
hsa_circ_0022393	miR-6762-5p/6845-5p	9606	281	286	281	286	536	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6762-5p/6845-5p	9606	459	466	459	466	537	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-6762-5p/6845-5p	9606	666	671	666	671	538	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6764-3p/6824-3p	9606	430	436	430	436	539	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6764-3p/6824-3p	9606	573	578	573	578	540	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6765-3p	9606	582	587	582	587	541	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6765-3p	9606	97	102	97	102	542	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6768-5p	9606	296	301	296	301	543	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6768-5p	9606	516	522	516	522	544	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6769-3p	9606	220	226	220	226	545	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6769-3p	9606	509	514	509	514	546	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6772-3p	9606	757	762	757	762	547	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6773-3p	9606	731	736	731	736	548	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6773-3p	9606	738	743	738	743	549	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6777-3p	9606	244	251	244	251	550	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-6778-3p	9606	278	283	278	283	551	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6778-3p	9606	378	383	378	383	552	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6779-3p	9606	488	494	488	494	553	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6779-3p	9606	540	546	540	546	554	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6783-5p	9606	721	726	721	726	555	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6784-5p	9606	274	280	274	280	556	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6787-3p	9606	290	295	290	295	557	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6787-3p	9606	544	549	544	549	558	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6787-3p	9606	602	607	602	607	559	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6791-3p/6829-3p	9606	278	283	278	283	560	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6791-3p/6829-3p	9606	377	383	377	383	561	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6796-3p	9606	534	539	534	539	562	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6798-5p	9606	283	288	283	288	563	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6798-5p	9606	668	674	668	674	564	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6799-5p	9606	197	204	197	204	565	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-6799-5p	9606	503	508	503	508	566	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6800-5p	9606	42	48	42	48	567	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6801-3p/6810-3p	9606	218	224	218	224	568	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6802-5p	9606	43	48	43	48	569	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6804-3p	9606	97	103	97	103	570	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6805-5p	9606	667	673	667	673	571	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6806-5p	9606	382	387	382	387	572	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6808-3p	9606	339	345	339	345	573	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6814-5p	9606	690	696	690	696	574	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6815-5p/6865-5p	9606	743	749	743	749	575	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6816-3p	9606	521	526	521	526	576	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6816-3p	9606	763	768	763	768	577	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6818-5p	9606	341	347	341	347	578	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6819-3p/6877-3p	9606	166	172	166	172	579	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6822-3p	9606	320	326	320	326	580	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6822-3p	9606	433	438	433	438	581	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6823-5p	9606	650	655	650	655	582	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6832-3p	9606	554	559	554	559	583	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6840-3p	9606	103	108	103	108	584	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6840-3p	9606	124	129	124	129	585	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6840-3p	9606	190	195	190	195	586	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6840-3p	9606	228	234	228	234	587	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6840-3p	9606	652	657	652	657	588	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6840-3p	9606	66	73	66	73	589	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-6840-3p	9606	671	677	671	677	590	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6842-3p	9606	741	746	741	746	591	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6845-3p	9606	242	247	242	247	592	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6845-3p	9606	318	323	318	323	593	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6846-5p/6848-5p	9606	272	277	272	277	594	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6846-5p/6848-5p	9606	667	672	667	672	595	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6849-3p	9606	233	238	233	238	596	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6849-3p	9606	266	271	266	271	597	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6849-3p	9606	660	666	660	666	598	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6850-3p	9606	422	427	422	427	599	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6850-3p	9606	682	687	682	687	600	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6851-3p	9606	420	425	420	425	601	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6854-5p	9606	291	297	291	297	602	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6856-3p	9606	222	228	222	228	603	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6856-3p	9606	490	496	490	496	604	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6867-3p	9606	241	246	241	246	605	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6871-5p	9606	199	205	199	205	606	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6874-5p	9606	179	184	179	184	607	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6878-3p	9606	605	611	605	611	608	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6882-3p	9606	558	564	558	564	609	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6883-3p	9606	410	416	410	416	610	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6884-3p	9606	147	152	147	152	611	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6886-3p	9606	555	561	555	561	612	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6892-3p	9606	575	581	575	581	613	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6894-3p	9606	613	618	613	618	614	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6895-5p	9606	128	133	128	133	615	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6895-5p	9606	687	692	687	692	616	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7-3p	9606	703	708	703	708	617	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7106-3p	9606	532	537	532	537	618	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7106-3p	9606	70	75	70	75	619	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7106-5p	9606	198	204	198	204	620	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-7106-5p	9606	503	508	503	508	621	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7109-5p	9606	570	575	570	575	622	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7113-5p	9606	122	128	122	128	623	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-7113-5p	9606	651	656	651	656	624	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7113-5p	9606	670	675	670	675	625	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7152-3p	9606	373	378	373	378	626	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7152-5p	9606	563	568	563	568	627	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7155-5p	9606	462	468	462	468	628	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-7155-5p	9606	571	577	571	577	629	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-7158-5p	9606	806	813	806	813	630	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-7160-3p	9606	127	133	127	133	631	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-7160-3p	9606	686	692	686	692	632	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-760	9606	320	326	320	326	633	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-760	9606	432	438	432	438	634	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-764	9606	475	481	475	481	635	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-764	9606	745	750	745	750	636	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-766-3p	9606	316	322	316	322	637	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-766-3p	9606	644	650	644	650	638	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-767-3p	9606	758	763	758	763	639	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7843-3p	9606	536	541	536	541	640	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7847-3p	9606	131	137	131	137	641	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-7847-3p	9606	180	185	180	185	642	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7847-3p	9606	724	730	724	730	643	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-7851-3p	9606	405	411	405	411	644	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-7852-3p	9606	24	30	24	30	645	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-7852-3p	9606	46	51	46	51	646	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7855-5p	9606	428	433	428	433	647	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7973	9606	338	345	338	345	648	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-7973	9606	426	431	426	431	649	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7974	9606	740	746	740	746	650	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-7976	9606	418	424	418	424	651	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-7976	9606	488	493	488	493	652	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7976	9606	539	545	539	545	653	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-7977	9606	529	535	529	535	654	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-7977	9606	672	678	672	678	655	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-7977	9606	68	73	68	73	656	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-7978	9606	429	435	429	435	657	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-8057	9606	320	326	320	326	658	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-8070	9606	352	358	352	358	659	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-8080	9606	520	526	520	526	660	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-8080	9606	763	768	763	768	661	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-8083	9606	762	767	762	767	662	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-873-5p.1	9606	312	318	312	318	663	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-874-3p	9606	556	561	556	561	664	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-875-3p	9606	800	806	800	806	665	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-877-3p	9606	164	170	164	170	666	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-885-3p	9606	512	517	512	517	667	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-887-5p	9606	442	447	442	447	668	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-93-3p	9606	560	565	560	565	669	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-938	9606	555	561	555	561	670	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-940/6808-5p/6893-5p	9606	513	518	513	518	671	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-942-3p	9606	451	456	451	456	672	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-942-5p	9606	162	168	162	168	673	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-9500	9606	707	712	707	712	674	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-99-3p	9606	534	539	534	539	675	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-99-5p/100-5p	9606	635	640	635	640	676	6mer	x	6mer	0	0.0	
